Marca temporal,¿Cómo calificarías el BootCamp Emprendedores 2026?,¿Qué tan conforme estuviste con la organización del evento? ,¿Qué opinás acerca del trabajo realizado por nuestro equipo organizador?,¿Qué te pareció el proceso de acreditación? ,¿Qué te pareció el formulario de inscripción?,¿Qué tan conforme estás con la comunicación previa al evento?,"Si quieres, dejanos un comentario sobre la comunicación previa al evento:",¿Estuviste conforme con la categoría a la que fuiste asignado?,¿En cuál te hubiese gustado estar?,¿Qué tan útil creés que fue el hilo conductor de las charlas durante el BootCamp?,¿Qué tan conforme estuviste con las charlas de los oradores?,¿Cuál fue tu orador favorito? ¿Por qué?,"Si quieres, dejanos un comentario sobre los oradores:",¿Qué tan conforme estuviste con los mentores?,"Si quieres, dejanos un comentario sobre los mentores:",¿Qué tan conforme estuviste con la comida?,"Si quieres, dejanos un comentario sobre la comida:",¿Recomendarías el BootCamp a tus amigos o familia?,¿Qué recomendación nos harías para tener en cuenta en la próxima edición?,¿Te hospedaste en el Milhouse Hostel Avenue?,"Cuando llegaste a la habitación, ¿estaba todo en buenas condiciones? ¿Necesitaste ayuda en algo por parte del hotel? Contanos",¿Estás conforme con la elección de la habitación? ¿Sufriste alguna incomodidad? ,¿Algo que quieras decirnos? Te leemos,Te dejamos este espacio para hacer algún comentario extra
3/06/2026 16:43:00,10,10,"Re lindo trato, todos un amor y valoro q se hayan puesto a cuidar la comida sin tacc para q nosotros comamos",10,8,10,,Sí,,7,9,Sebas Ríos porque me re sirvió para mi proyecto y gero maspero y ale Vásquez porque me re motivó que hayan sido del itba,,7,,10,,10,"Sentí que me re prepararon para las primeras dos etapas pero no para el pitch. Siento que priorice decir cosas que no eran las que debí haber priorizado. Además, hablando con los jurados, ellos preferían datos duros y no el desarrollo del problema",No,,,,
3/06/2026 16:44:48,10,10,"Se nota le trabajo que le pusieron, no tengo quejas.",10,8,10,,Sí,,9,9,Mike Medus porque estaba mas relacionado a lo que me interesa.,,9,,9,En el almuerzo del primer dia me quede con hambre,10,"Den un poco de info de los jurados, diria que le pregunten a cada uno algo que valoran y digan eso, porque capaz habia gente con buenas ideas que no paso porque sus pitch tenian un foco que los jurados no apreciaban tanto.",No,,,,"Son unos cracks, no dejen de hacer lo que hacen."
3/06/2026 16:45:37,10,10,"Excelente, ningún tipo de queja.",10,10,9,"Muy explicativos, el grupo de WhatsApp es super importante.",Sí,,8,9,"Gero de humand, TiendaNube y Gaston Remy el primero por su historia y la forma amena de contarla y los dos segundos por la cancha y claridad para contar las cosas que hacen disfrutable la charla.",,8,"Muy predispuestos a ayudar aunque no fuera su tema de expertis, a veces contraproducente pero lo importante es la predisposicion y muchos sabian decir que no sabian.",10,,10,"Prácticamente nada, lo único que cambiaria es que una vez que los grupos estén armados se interrumpa el horario grupal a la tarde una sola vez para charlas. Es preferible para mi que sea UNA sola charla mas orientada al problema el primer dia, y a la solucion el segundo con cada tematica. Podria para compensar ser mas larga, pero lo que por ahi desgasta un poco es el poco tiempo a la tarde para el trabajo grupal por multiples movimientos. Nada grave por cierto, lo disfrute igualmente.",Sí,Todo perfecto,No hubo incomodidad,"Excelente eleccion del hostel y el hecho de que sean habitaciones de 8 personas, si bien escuche algunas quejas, en lo personal siento nos sirvió para tener un mayor vinculo entre los miembros de la habitación. Por lo menos mi experiencia personal.","Gracias por hacerlo federal, sin palabras mas que todas las que dijeron los chicos en estos dias. Excelente el discurso de cierre, como persona que participa en organizaciones realmente me llego el mensaje y comparto totalmente. Muchas gracias y estoy a disposición para lo que necesiten."
3/06/2026 16:46:08,10,10,"El esfuerzo se noto en cada detalle de este Bootcamp, participe de experiencias similares pero jamas senti tanta energia de emprendedurismo como en este. Es EL MEJOR BOOTCAMP DE LA HISTORIA, son unos genios.

En especial el presentador y los organizadores, Jaz, Pili, Salva, Nacho, son unos capos, en todo momento nos guiaron en esta experiencia unica.

Como una opinion, por ahi pondria mas charlas al primer dia y el segundo dia lo dejaria casi exclusivo para dedicarse FULL al proyecto, el tiempo del sabado era oro, pero nada son unos genios los amo.",10,10,10,,Sí,,10,9,"Malena, es una genia, amo ver representacion de muejeres en la industria y sobretodo su capacidad de dar una charla TAN interactiva, quede hipnotizado.",,9,,10,,10,"El manejo de horarios para desarrollar el pitch, pero fuera de eso, es increible este bootcamp.",No,,,,Hagan un buchon online para el proximo evento <3
3/06/2026 16:49:02,8,6,"Hubo momentos donde quizá se los notos cansándose o estresados (y esto se reflejó en algunas contestaciones), pero en el general muy bien.",6,9,9,,Sí,,8,8,-,Algunas charlas fueron más largas de los deseado.,8,,6,"Hubiese preferido más variedad, por lo menos en las cenas y almuerzos. ",9,Sentí que había temas de organización de horarios que se podrían mejorar. En principio creo que tener un cronograma como participante me hubiese ayudado a tener más conciencia con el tiempo. Tener un cronograma con nombres genérico por lo menos dividiendo cuándo serían los bloques de charla y los productivos no arruina la sorpresa y ayuda a organizarse.,No,,,,"Para un evento de jornadas tan largas como este, siento que el tiempo se podría haber optimizado mejor. Me molestaba llegar 8:30 y que no me dejar acreditarme para para pasar al desayuno (incluso cuando aún no había gente como para hacer fila). Además los del hostel siempre llegaban más tarde.   También entiendo que hubo momento que se usaron para “distender” como el show de talentos o que alguien pase a presentarse en el escenario, pero cuando son las 22hs de un día largo no siempre ayuda.  Siempre que la parte de bonding y manejos de grupos grandes se resuelve mejor si alojarán a todos en el hostel.  Incluso cedería que la cena vaya por mi cuenta por no tener que volverme a mi casa. Prefiero tener el traslado acorde y haber podido compartir más con genere que no era de mi grupo.  A esto le sumo que comenzar charlas a las 20hs se hace muy tedioso. "
3/06/2026 17:22:51,10,8,"Todos muy dispuestos a que se logre, que todo este en orden y que los participantes estemos contentos y cómodos ",8,7,10,,Sí,,10,9,Mike Bedum ,,7,"Siento que a veces, las personas que venían no eran exactamente del área trabajada y por eso complicaba una definición de lo que entendieron. Sentía con mi grupo que decían que estaba encaminado pero sin dar fundamentos como si no entendieran",10,Próximo año colab con pancherias JAJAJAJ,10,"Si bien entiendo la importancia de la puntualidad, podría ponérsele un mejor ánimo o forma de acercarse a los oradores cuando se les va a cortar su charla.",No,,,,Muchísimas gracias:). Es un gusto verlos en los pasillos del itba y entender que ustedes me hicieron vivir tal experiencia 
3/06/2026 17:23:07,10,10,"Desde el primer momento transmitieron una energía increíble y una excelente predisposición para ayudar en todo lo que fuera necesario, por más mínimo que pareciera. Su compromiso y dedicación se reflejaron en cada detalle. Realmente hicieron un trabajo impecable!",10,10,10,"Se comunicaron con mucha anticipación para brindar toda la información del evento, y eso fue clave para quienes viajamos desde otras provincias.",Sí,,9,10,"Mis favoritos fueron Gustavo Manríquez y Malena Philpotts. Considero que sus presentaciones se destacaron por la forma dinámica, clara y auténtica en que compartieron sus experiencias profesionales. No solo brindaron herramientas y conocimientos útiles, sino que también transmitieron consejos y criterios construidos a partir de su propia trayectoria, lo que aportó una perspectiva muy enriquecedora.","Considero que todos realizaron aportes muy valiosos, cada uno compartió conocimientos y perspectivas que permitieron abordar los remas desde distintos enfoques. Destaco la disposición para responder preguntas, la cercanía con los participantes. Lograron generar una experiencia de aprendizaje muy completa e inspiradora.",9,"Siempre estuvieron disponibles para responder consultas, brindar orientación y acompañar a los participantes cuando era necesario.",10,"La comida fue excelente, tanto por su calidad como por la variedad. Fue un aspecto muy positivo del evento.",10,"Sinceramente, no tengo sugerencias de mejora para esta edición. La organización, los oradores y los contenidos estuvieron a la altura de las expectativas, haciendo del bootcamp una experiencia muy enriquecedora.",Sí,Todo se encontraba en perfectas condiciones y la atención fue impecable. Durante mi estadía no tuve ningún inconveniente ni necesité solicitar ayuda.,Más que conforme.,"Quiero agradecer a todo el equipo por el esfuerzo, la dedicación y el compromiso que demostraron durante el bootcamp. Me llevo grandes aprendizajes, nuevas experiencias y muy buenos recuerdos. Felicitaciones por la excelente organización y gracias por hacer posible esta experiencia!","Sin dudas, es el mejor eventos para estudiantes del país !!!!!!!!!!!!!!!"
3/06/2026 17:42:17,10,10,"Todo excelente, las actividades y la organización en cada uno de los días. ",10,10,10,,Sí,,9,9,"Paco Manriquez, me pareció una gran charla enfocada en el carácter, la presencia y la decisión de ser protagonista.","Gran elección de oradores, todos muy profesionales y acordes.",9,,9,,10,Capaz un poco más de tiempo de trabajo y alguna que otra charla menos para poder organizarse mejor.,No,,,,
3/06/2026 18:04:53,10,10,"Muy atentos y organizados, estaban siempre al pediente de como venia el trabajo y de si hacia falga algo.",10,9,9,,Sí,,9,10,El CEO de supervielle, ,9,,10,,10,"Estaria bueno que hicieran mas actividades en las cuales se pudiera conocer a otras personas, debido a que(aunque no es mi caso) muchos una vez armados los grupos se cierran en estos y no usan la experiencia para conocer mas gente.",No,,,,Fue una experiencia que jamas voy a olvidar y me que mostro aptitudes y flaquesas que no conocia. Super recomendable la experiencia.
3/06/2026 18:36:34,10,10,Exelente trato en general ,10,10,10,,Sí,,10,8,"Mike, fue la más nutritiva en cuanto conocimientos y aplicación de los mismos ",,7,,10,,10,Más dinámicas de equipo pero equipos aleatorios,No,,,,
3/06/2026 20:58:58,10,10,"Excelente todo el trabajo del equipo de trama. Personalmente creo que se lucieron durante los 3 días. Cualquier duda/pregunta que teníamos nos la contestaban con la mejor predisposición y una sonrisa todo el tiempo. Admiro todo el trabajo previo al Bootcamp que tuvieron que hacer para que todo saliera como salió, perfecto. Muchas gracias equipo Trama!",10,10,10,,Sí,,10,9,"Alejandro Vázquez. Lo conocía de las Redes Sociales pero nunca había tenido la oportunidad de conocerlo, hasta que llegó el Bootcamp Emprendedores. Admiro mucho su historia de vida, no es como las que usualmente escuchamos. Se nota el sacrificio y garras que puso para llegar a donde está hoy. Creo que es genial escuchar ese tipo de experiencias.",,10,,9,,10,"La verdad creo personalmente que todo salió impecable. Es una oportunidad única, que chicos del interior no tenemos muy seguido. Que nos tengan en cuenta para participar es un gesto que se valora mucho. No tengo ninguna recomendación porque no pudo haber superado más mis expectativas. Los felicito Equipo Trama! Sigan rompiendola... ",No,,,,
3/06/2026 21:02:33,10,10,INCREIBLEEEEE,10,8,10,,Sí,,10,8,"Gaston (vista) me interesó él, el tema, la empresa.Víctor Valle capó. Tienda Nube la rompió con la presentación y el storytelling. La del último día que hablaba de cómo pichear fue muy útil y hablo muy bien. Supervielle también.",,8,los tenía aue ir a buscar y eso fiaca,8,tope chicken chill / los sándwiches de pollo no me gustaron / la ensalada tampoco,10,"nada la rompieron toda. Quizá si más tiempo de trabajo. Sobre todo el último día para pichear y hacer la presentación, nosotros no llegamos",No,,,,"capos totales!! sigan así!! motivan a los jóvenes y generan oportunidades que es lo que más se necesita hoy. Además organización impecable, congratsss!! no se puede creer que son so alumnos."
3/06/2026 21:27:08,10,10,"Excelente, realmente tuve la posibilidad de participar en muchisimos eventos y en ninguno me trataron tan bien como este, la predisposición de cada uno de los chicos fue increible",10,10,10,"Lo unico que corregiria es el tema de la lista de espera, mucha gente quedo en la espera de una confirmación o no del evento y simplemente esta bueno saber por un tema de organización personal, peticiones de permisos en el entorno laboral e incluso tener que planificar el viaje, solo eso.",Sí,,10,10,"Me gusto muchisimo la segunda charla del primer día, realmente me sentí muy interpelado por la historia de vida y de como se vive una aventura en el proceso de crecer.","Increible cada uno de ellos, ninguna queja al respecto es la realidad.",8,"Quizas hubiera estado bueno tener mentores con mas experiencia en el rubro de la tematica, en lo personal me toco la categoria de innovación de energias del futuro y fueron pocas las personas que nos pudieron sumar con un feedback que agregue valor, ya que no es lo mismo una mirada de un profesional del area a no serlo.",10,"Impecable, ningun evento se preocupa tanto por la comida como lo hicieron ustedes, desde la variedad y la calidad de la comida, impresionante.",10,"Quizas dejar mas tiempo para trabajar en los proyectos y un cronograma de actividades, para poder ser mas concientes de los tiempos del evento y de trabajo en particular. Las charlas suman muchisimo, pero sin tiempo para trabajar se hace el doble de complicado llevar los proyectos adelante, aparte hay categorias que si no estas en tema requieren mas investigación y es tiempo que uno no dispone dentro del bootcamp.",No,,,,Volvamos al 29 de mayo...
3/06/2026 23:13:18,10,10,"Muy predispuestos a escuchar, estaban al tanto de todos en la medida que podian y eso se valora un montón. ",10,10,10,,Sí,,10,10,Mike Medus,,10,,8,,10,"Que hayan charlas orientadas a las carreras de los participantes, como por ejemplo habian varios estudiantes y licenciados en Biotecnología y me parece que hubiera sido muy interesante una charla de este estilo. Pero no solo por los perfiles de los estudiantes sino porque habria un abanico más grande para explorar soluciones a las problematicas propuestas como de Innovación y Energías del Futuro.",No,,,,"Gracias por generar estos espacios y plantar o incluso regar el bichito del espiritu emprendedor. Siento que me hicieron ver puertas que no era del todo consciente que tenia enfrente, ver de otra forma las oportunidades y cómo generarlas. Simplemente gracias por brindar esta oportunidad a nosotros los estudiantes que estamos buscando que tipo de profesional queremos ser hoy y en el futuro."
3/06/2026 23:26:19,10,10,"Me pareció sinceramente una locura. Es el evento mejor organizado al que he ido en mi vida. Tienen una logística increíble, todo lo que prepararon, los sponsors que consiguieron, los speakers también que fueron excelentes, una locura que estén incluidas todas las comidas, el hostel para los del interior e incluso que hayan tenido transporte. 
Lo buena onda que fueron los coordinadores en todo momento y sobre todo la energía que se veía como le ponían todos los días. 
Sinceramente los felicito chicos porque no es nada fácil organizar algo así y menos para tanta cantidad de gente. Me saco el sombrero.
Ahora vamos a lo peor del bootcamp que es que no lo voy a poder hacer nunca más. Solo eso.
Me quedo con una experiencia inolvidable para siempre. Gracias por todoo❤️❤️",10,10,10,Lo único que trataría de mejorar es que el proceso de selección no sea tan cerca de la fecha (sobre todo por los chicos del interior para poder organizarse mejor). Nada más.,Sí,,10,9,Alejandro Vazquez. Es increíble la oratoria que tiene y cómo transmite todo lo que quiere decir a las personas. Me hubiera quedado tranquilamente 1 hora más escuchándolo,Me gustó mucho la onda que le puso Malena Philpotts a la hora de enseñarnos como hacer un pitch. Y la charla de Mike Medus también me encantó,8,Con mi grupo no tuvimos muchos mentores que hayan pasado a vernos y ayudado y siento que nos hubieran facilitado mil cosas. Los que pudieron pasar estuvieron muy bien la verdad,10,Estuvo todo buenísimo. En ningún momento pasé hambre.,10,"Darles a los speakers un temporizador para que sepan bien cuánto tiempo les queda para terminar así ellos van adaptando su presentación con respecto al tiempo que les queda. Ya que algunos oradores se quedaron sin poder terminar con sus presentaciones e incluso la mayoría deja lo mejor para el final, entonces te terminas perdiendo esa parte que es muy importante ",No,,,,"RECOMIENDO Y REPETIRÍA MIL VECES. 
Gracias totales equipo de trama ❤️🫶🏼"
4/06/2026 8:20:25,10,10,excelente. muy buen equipo. se nota que son amigos y les gusta lo que hacen. ,10,10,10,"yo creo que antes de asistir al evento no sabia lo que me esperaba, pero me gusto porque cada cosa que pasaba me sorprendía. ",Sí,,10,10,"Mike, Paco y la chica del picheo",muy profesionales pero tambien muy humanos. se nota que son apasionados de lo que hacen y son muy profesionales para transmitirlo de manera sencilla. ,10,,10,,10,la verdad es que no tengo nada para decir. me pareció excelente todo,No,,,,muchas gracias por la oportunidad. fue algo increíble! me llevo muchos amigos. siento que pude conectar con mi grupo y que los conozco desde siempre. un laburo increíble. 
4/06/2026 11:47:27,10,10,Súper atentos,10,8,9,,Sí,,8,8,La de humand porque no conocía tanto la historia y fue bastante dinámica ,,7,,10,,10,"Yo estaba en procesos y estábamos en aulas medio escondidas entonces no pasaban tantos mentores, capaz para la próxima ubicaría a los grupos de otra forma ",No,,,,
4/06/2026 11:54:31,9,9,"Muy buena se nota que estaban preocupados con que todo funcione bien, x ejemplo las acreditaciones agiles.",10,8,9,,Sí,,10,10,Me gusto la de Paco Manrique. Me pareció muy genuino y ,,8,"Me parecieron muy utiles, pero capaz esta bueno definir algunos criterios grales sobre que cosas se esperan en la presentacion. X ejemplo, algnos mentores nos decian que no era necesario incluir datos d inversion o su retorno, y que era poco probable que nos lo pregunten. Sin embargo, para otros mentores, era fundamental, y como el tiempo de presentacion es muy limitado,  esta bueno saber a fondo que detalles se valoran en la presentacion.",9,,10,"Capaz estaria bueno sumarle una dinamica, en el 2do dia, donde se arme una sesion de grupos de diferentes categorias para que ataquen el proyecto del otro, buscandole puntos debiles y fortalecer argumentos.",No,,,,
4/06/2026 11:56:17,10,7,"El trabajo realizado por el equipo organizador, fue muy bueno, siempre estuvieron a disposición de nosotros y preguntándonos si necesitábamos algo que ellos lo iban a conseguir. Cada integrante de trama fue muy atento con cada uno de nosotros. ",8,8,10,"estuvo buena la comunicación previa al evento, pero siento que tardaron mucho en confirmar quienes habían quedado, lo cual tiene sentido al ser tantas personas, pero generaba mucha incertidumbre. Después cuando ya habían confirmado que había quedado siento que la información estaba completa y clara.",Sí,,9,9,"mi orador favorito fue el de Humand, porque me gustó como nos mostraron que siendo estudiantes se pueden lograr tantas cosas. Y al ser estudiante del ITBA me sentía identificada.","me gustó que haya mucha variedad entre los oradores, te daba muchas perspectivas, sobre el mundo laboral de emprender hasta trabajar en la vía corpo.",6,"estuvo buena la que nos dieron los mentores al final, pero hubo un momento en el que no había en ningún mentor sobre la energía y nosotros no teníamos idea sobre el tema entonces no podíamos avanzar y eso nos sacó mucho tiempo de trabajo.",7,"fueron algunas comidas que estaban buenas, pero otras que dejaron que desear como por ejemplo los pastelitos, los poke bowls. Pero dentro de todo estuvo buena la comida.",10,"que mantenga en la energía y la buena predisposición, que busquen mentores que estén disponibles más tiempo y otro tipo de comida.",No,,,,estoy muy agradecida por la experiencia se nota todo el esfuerzo que hubo detrás y siento que este Boot Camp me cambió mi perspectiva sobre varias cosas y me dejó una semilla para el resto de mi vida.
4/06/2026 11:59:31,10,9,Super buena predisposición y buena onda por parte del team trama,8,8,10,"Los mensajes fueron siempre claros y con la información necesaria. A veces se tornaba un poco repetitivo pero después la gente volvía a preguntar lo que estaba explicado mil veces por distraídos o por no leer, así que se entiende.",Sí,,7,10,"Paco Manriquez, no solo no quedan dudas de que por su trayectoria es un profesional increíble, sino ademas porque expuso la realidad de su vida sin romantizar lo que para miles sería un trabajo de en sueño.","FALTARON MUJERES! entiendo que la industria es cruel con el género femenino, pero abundaron los hombres y faltaron testimonios de mujeres.",7,"Ozky un capo, nos dio consejos increíbles y se interesó realmente por ayudarnos. El primer día nos tocó una de las oradoras que nos dio devoluciones un poco negativas sin mucha justificación o sin ayudar, la verdad no nos sumó en nada (no recordamos su nombre)",10,,10,"Reitero lo de que haya mayor participación femenina en las charlas. Contemplar el tema horarios de vuelta en la noche, sobre todo para los del hostel, a veces volvíamos muy tarde y no habia ni subte disponible. Estaría bueno cerrar un poco antes contemplando eso.",Sí,"El hostel INCREIBLE. El orden, la limpieza, los servicios, el personal, la dinámica del lugar para estar tranquilo y seguro, me encantó.",Estuve muy cómoda y contribuyo el hecho de compartir habitación con otras chicas del Bootcamp.,"Nada para agregar, me gustó mucho y volvería por mi cuenta para disfrutar de las actividades que ofrecen ahí.","En el final del evento, mencionaron descuentos y premios que eran para todos! Podrían recordarlos por el grupo o enviarlos para poder tenerlos en cuenta?"
